data,ano,mes,trimestre,semestre,uf,regiao,governo,preco_medio_imovel,variacao_preco_anual,tx_ocupacao_%,inadimplencia_aluguel_%,vendas_totais_10k_hab,rotacao_imoveis,perc_vista_%,perc_financiamento_%,perc_mcmv_%,perc_imovel_usado_%,perc_terreno_zero_%,indice_aluguel_yoy_%,qualidade_vida_score,indice_crise,saude_mercado,abandono_violencia_por_10k,abandono_desastre_por_10k,abandono_vontade_por_10k,abandono_total_por_10k,aumento_moradores_por_10k,invasao_terrenos_por_10k,pessoas_alugam_proprio_10k,pessoas_vendem_proprio_10k
2020-12-01,2020,12,4,2,CE,Nordeste,Bolsonaro,321800.0,0.9410288582183179,89.0,5.1,22.2,23.099999999999998,31.6,28.4,10.9,67.7,10.7,4.3,6.55,0.15699999999999997,0.0,34.8,0.0,31.8,66.6,0.0,9.3,0.9,0.5
2021-01-01,2021,1,1,1,CE,Nordeste,Bolsonaro,363300.0,11.715867158671589,87.8,3.9,21.9,22.7,33.2,26.8,12.5,69.0,10.3,7.7,6.45,0.139,0.0,38.4,0.0,31.8,70.2,0.0,9.5,0.8,0.4
2021-02-01,2021,2,1,1,CE,Nordeste,Bolsonaro,359100.0,11.869158878504681,86.2,4.3,20.6,21.400000000000002,34.5,25.5,13.1,69.3,11.0,7.6,6.56,0.155,0.0,27.9,0.0,31.9,59.8,0.0,7.2,0.8,0.5
2021-03-01,2021,3,1,1,CE,Nordeste,Bolsonaro,348800.0,10.835716555449636,87.8,4.1,18.6,19.3,30.1,29.9,12.8,69.0,11.3,8.0,6.43,0.143,8.550000000000011,21.2,0.0,31.9,53.099999999999994,0.0,9.8,0.7,0.6
2021-04-01,2021,4,2,1,CE,Nordeste,Bolsonaro,361900.0,10.605134474327627,88.2,4.9,20.3,21.0,32.0,28.0,12.9,69.6,10.1,7.4,6.42,0.157,0.0,36.1,0.0,31.9,68.0,0.0,6.9,0.7,0.5
2021-05-01,2021,5,2,1,CE,Nordeste,Bolsonaro,351300.0,7.038391224862894,88.5,4.1,20.0,20.7,30.4,29.6,12.5,72.0,11.2,7.2,6.48,0.13949999999999999,0.0,29.3,0.0,31.9,61.2,0.0,6.5,0.7,0.5
2021-06-01,2021,6,2,1,CE,Nordeste,Bolsonaro,338500.0,5.156881018949977,87.2,3.7,21.2,21.9,35.2,24.8,13.1,71.1,11.0,8.9,6.48,0.138,17.99999999999998,18.3,0.0,31.9,50.2,0.0,7.5,0.7,0.6
2021-07-01,2021,7,3,2,CE,Nordeste,Bolsonaro,364000.0,9.870208270449755,89.0,3.8,20.0,21.1,32.1,27.9,11.5,69.2,10.7,8.6,6.47,0.131,1.8500000000000298,23.8,0.0,32.0,55.8,0.0,7.8,1.1,0.5
2021-08-01,2021,8,3,2,CE,Nordeste,Bolsonaro,339900.0,4.520295202952029,86.5,4.1,21.5,22.0,34.5,25.5,12.1,69.7,11.2,8.6,6.45,0.1495,0.0,44.0,0.0,32.0,76.0,0.0,8.4,0.5,0.5
2021-09-01,2021,9,3,2,CE,Nordeste,Bolsonaro,358600.0,7.397424378556461,87.4,3.7,20.2,20.9,34.7,25.3,12.3,70.5,10.7,9.0,6.59,0.13699999999999996,0.0,36.1,0.0,32.0,68.1,0.0,9.7,0.7,0.6
2021-10-01,2021,10,4,2,CE,Nordeste,Bolsonaro,350400.0,7.682851874615859,87.5,4.1,20.5,21.3,32.2,27.8,12.0,69.7,11.7,9.6,6.41,0.1445,0.0,43.3,0.0,32.1,75.4,0.0,8.3,0.8,0.7
2021-11-01,2021,11,4,2,CE,Nordeste,Bolsonaro,351600.0,5.364099490560381,87.6,4.4,19.9,20.599999999999998,30.8,29.2,12.3,67.6,10.4,9.5,6.45,0.15000000000000008,0.0,27.2,0.0,32.1,59.3,0.0,9.2,0.7,0.6
2021-12-01,2021,12,4,2,CE,Nordeste,Bolsonaro,349100.0,8.483530142945938,87.8,4.8,19.3,20.2,36.4,23.6,10.9,69.3,10.7,8.8,6.64,0.157,0.0,52.3,0.0,32.1,84.4,0.0,9.8,0.9,0.7
2022-01-01,2022,1,1,1,CE,Nordeste,Bolsonaro,391700.0,7.817230938618214,86.7,4.6,25.1,26.1,31.9,28.1,12.9,69.8,10.5,5.3,6.37,0.1585,0.0,32.3,0.0,32.1,64.4,0.0,6.9,1.0,0.6
2022-02-01,2022,2,1,1,CE,Nordeste,Bolsonaro,397200.0,10.609857978279024,86.4,3.7,23.8,24.6,31.5,28.5,14.4,70.5,10.1,4.5,6.55,0.14199999999999996,0.0,26.7,0.0,32.2,58.900000000000006,0.0,7.9,0.8,0.5
2022-03-01,2022,3,1,1,CE,Nordeste,Bolsonaro,394200.0,13.016055045871555,87.9,4.2,26.0,26.8,35.3,24.7,12.5,70.7,11.2,4.5,6.62,0.14450000000000002,0.0,40.3,0.0,32.2,72.5,0.0,7.5,0.8,0.6
2022-04-01,2022,4,2,1,CE,Nordeste,Bolsonaro,391000.0,8.040895274937832,87.9,4.3,23.3,24.1,33.0,27.0,13.9,70.4,10.8,5.6,6.57,0.1465,9.20000000000001,20.8,0.0,32.2,53.0,0.0,7.1,0.8,0.6
2022-05-01,2022,5,2,1,CE,Nordeste,Bolsonaro,397100.0,13.037290065471097,86.6,4.5,24.5,25.2,33.9,26.1,12.5,68.8,9.8,5.5,6.47,0.157,0.0,29.3,0.0,32.2,61.5,0.0,7.9,0.7,0.6
2022-06-01,2022,6,2,1,CE,Nordeste,Bolsonaro,376000.0,11.07828655834564,87.4,5.0,24.8,25.400000000000002,32.5,27.5,12.1,69.7,11.2,5.1,6.66,0.16299999999999995,0.0,44.4,0.0,32.2,76.6,0.0,8.8,0.6,0.6
2022-07-01,2022,7,3,2,CE,Nordeste,Bolsonaro,403200.0,10.769230769230775,87.8,4.1,24.6,25.700000000000003,33.7,26.3,12.6,70.3,11.4,6.1,6.56,0.143,24.20000000000001,15.8,0.0,32.3,48.099999999999994,0.0,8.3,1.1,0.4
2022-08-01,2022,8,3,2,CE,Nordeste,Bolsonaro,375900.0,10.591350397175647,88.9,4.8,24.7,25.599999999999998,32.6,27.4,12.3,72.0,10.6,5.2,6.43,0.1515,0.0,33.4,0.0,32.3,65.69999999999999,0.0,7.6,0.9,0.5
2022-09-01,2022,9,3,2,CE,Nordeste,Bolsonaro,394000.0,9.871723368655893,87.4,3.3,25.2,25.9,32.3,27.7,12.1,70.4,11.0,4.5,6.63,0.12899999999999995,0.0,33.2,0.0,32.3,65.5,0.0,7.4,0.7,0.4
2022-10-01,2022,10,4,2,CE,Nordeste,Bolsonaro,389400.0,11.130136986301364,88.0,4.5,27.8,28.400000000000002,32.3,27.7,13.2,70.8,11.0,5.9,6.59,0.15,0.0,27.5,0.0,32.3,59.8,0.0,8.3,0.6,0.6
2022-11-01,2022,11,4,2,CE,Nordeste,Bolsonaro,390200.0,10.978384527872587,88.3,4.0,25.8,26.6,30.2,29.8,11.7,70.6,10.1,5.4,6.48,0.1385,0.0,27.5,0.0,32.4,59.9,0.0,11.0,0.8,0.5
2022-12-01,2022,12,4,2,CE,Nordeste,Bolsonaro,392500.0,12.43196791750214,87.8,4.1,26.0,27.0,28.3,31.7,11.9,69.5,10.2,4.2,6.51,0.143,0.0,44.2,0.0,32.4,76.6,0.0,6.6,1.0,0.6
2023-01-01,2023,1,1,1,CE,Nordeste,Lula,392900.0,0.30635690579525754,92.5,2.9,27.4,28.299999999999997,38.4,21.6,20.0,70.7,11.6,5.1,6.47,0.09549999999999997,0.0,31.6,0.0,32.4,64.0,8.0,7.2,0.9,0.5
2023-02-01,2023,2,1,1,CE,Nordeste,Lula,381300.0,-4.0030211480362565,90.4,2.5,28.6,29.700000000000003,33.4,26.6,19.3,69.4,12.3,5.9,6.34,0.09799999999999999,0.2999999999999794,24.8,0.0,32.4,57.2,8.1,8.2,1.1,0.4
2023-03-01,2023,3,1,1,CE,Nordeste,Lula,392300.0,-0.48198883815322446,92.2,2.6,29.8,30.5,30.6,29.4,19.5,70.6,12.3,4.1,6.44,0.09099999999999998,0.0,32.7,0.0,32.5,65.2,8.1,8.4,0.7,0.7
2023-04-01,2023,4,2,1,CE,Nordeste,Lula,393000.0,0.5115089514066584,91.9,3.5,27.1,27.8,33.3,26.7,20.1,70.7,12.2,4.9,6.36,0.11049999999999999,0.0,35.8,0.0,32.5,68.3,8.1,8.7,0.7,0.7
2023-05-01,2023,5,2,1,CE,Nordeste,Lula,378700.0,-4.633593553261139,94.1,2.8,28.0,28.9,37.0,23.0,18.5,69.9,11.4,4.3,6.4,0.08550000000000002,3.950000000000003,24.0,0.0,32.5,56.5,8.1,9.9,0.9,0.5
2023-06-01,2023,6,2,1,CE,Nordeste,Lula,379300.0,0.8776595744680815,93.0,2.7,26.9,27.599999999999998,29.4,30.6,17.4,68.9,13.3,4.7,6.43,0.08899999999999998,0.0,36.2,0.0,32.5,68.7,8.2,8.2,0.7,0.6
2023-07-01,2023,7,3,2,CE,Nordeste,Lula,365700.0,-9.300595238095234,92.6,3.5,26.5,27.4,31.2,28.8,17.3,70.6,12.2,4.8,6.34,0.10700000000000004,0.0,28.9,0.0,32.6,61.5,8.2,9.3,0.9,0.5
2023-08-01,2023,8,3,2,CE,Nordeste,Lula,382100.0,1.6493748337323755,92.3,2.5,26.6,27.200000000000003,31.1,28.9,20.5,69.6,11.7,5.2,6.33,0.08850000000000004,2.09999999999998,24.3,0.0,32.6,56.900000000000006,8.2,9.0,0.6,0.7
2023-09-01,2023,9,3,2,CE,Nordeste,Lula,393400.0,-0.1522842639593902,93.5,2.3,26.7,27.3,29.7,30.3,18.7,69.3,12.3,4.2,6.45,0.07849999999999997,0.6999999999999886,25.3,0.0,32.6,57.900000000000006,8.2,6.1,0.6,0.6
2023-10-01,2023,10,4,2,CE,Nordeste,Lula,377400.0,-3.081664098613246,92.5,3.0,27.9,28.5,29.0,31.0,20.2,70.5,12.8,6.0,6.37,0.09749999999999998,0.0,37.4,0.0,32.6,70.0,8.3,8.0,0.6,0.7
2023-11-01,2023,11,4,2,CE,Nordeste,Lula,380500.0,-2.4859046642747296,93.5,3.0,27.6,28.1,32.4,27.6,18.1,70.7,12.3,4.6,6.34,0.09249999999999997,0.0,40.7,0.0,32.7,73.4,8.3,8.0,0.5,0.6
2023-12-01,2023,12,4,2,CE,Nordeste,Lula,369400.0,-5.885350318471339,91.5,2.8,30.4,31.4,28.7,31.3,18.9,71.1,12.6,5.2,6.6,0.09849999999999998,0.0,37.3,0.0,32.7,70.0,8.3,7.7,1.0,0.6
2024-01-01,2024,1,1,1,CE,Nordeste,Lula,371000.0,-5.573937388648509,92.9,3.0,27.8,28.6,31.9,28.1,18.7,70.5,12.2,5.0,6.46,0.09549999999999997,0.0,28.4,0.0,32.7,61.1,8.3,6.4,0.8,0.5
2024-02-01,2024,2,1,1,CE,Nordeste,Lula,373900.0,-1.9407290847102021,93.4,3.3,25.9,26.799999999999997,32.6,27.4,20.4,70.4,12.8,5.6,6.49,0.09899999999999998,0.0,38.4,0.0,32.8,71.19999999999999,8.4,7.1,0.9,0.6
2024-03-01,2024,3,1,1,CE,Nordeste,Lula,382000.0,-2.6255416772877904,91.6,3.2,29.2,30.0,32.6,27.4,19.3,69.9,12.1,5.1,6.51,0.10600000000000004,0.0,29.3,0.0,32.8,62.099999999999994,8.4,9.0,0.8,0.5
2024-04-01,2024,4,2,1,CE,Nordeste,Lula,373500.0,-4.961832061068705,92.6,2.0,26.1,26.8,30.4,29.6,18.6,69.9,12.1,4.8,6.38,0.07700000000000004,5.600000000000001,23.4,0.0,32.8,56.199999999999996,8.4,7.8,0.7,0.3
2024-05-01,2024,5,2,1,CE,Nordeste,Lula,373500.0,-1.3731185635067367,93.0,3.1,29.9,30.5,34.3,25.7,19.1,69.4,12.2,5.4,6.59,0.09699999999999998,0.0,33.1,0.0,32.8,65.9,8.5,7.5,0.6,0.5
2024-06-01,2024,6,2,1,CE,Nordeste,Lula,379500.0,0.05272871078301211,93.2,3.2,25.3,26.1,35.5,24.5,17.7,68.9,12.0,4.2,6.53,0.09799999999999998,0.0,45.8,0.0,32.8,78.6,8.5,7.7,0.8,0.5
2024-07-01,2024,7,3,2,CE,Nordeste,Lula,367300.0,0.43751709051134124,91.4,3.1,27.2,28.0,31.1,28.9,19.9,69.6,12.7,6.9,6.71,0.10499999999999998,0.0,26.3,0.0,32.9,59.2,8.5,9.0,0.8,0.6
2024-08-01,2024,8,3,2,CE,Nordeste,Lula,377700.0,-1.1515310128238698,93.4,3.2,26.5,27.3,34.2,25.8,20.7,70.1,12.5,4.9,6.54,0.09699999999999998,0.0,25.7,0.0,32.9,58.599999999999994,8.5,8.0,0.8,0.6
2024-09-01,2024,9,3,2,CE,Nordeste,Lula,399900.0,1.6522623284189075,92.4,2.9,23.9,24.4,31.1,28.9,19.6,71.6,11.7,5.5,6.56,0.09599999999999997,0.0,34.1,0.0,32.9,67.0,8.6,9.0,0.5,0.6
2024-10-01,2024,10,4,2,CE,Nordeste,Lula,371900.0,-1.4573396926338078,91.9,3.0,27.3,28.0,30.5,29.5,17.2,70.3,12.2,5.0,6.5,0.10049999999999998,0.0,34.6,0.0,33.0,67.6,8.6,7.3,0.7,0.7
2024-11-01,2024,11,4,2,CE,Nordeste,Lula,381600.0,0.2890932982917205,92.7,3.8,26.7,27.5,30.2,29.8,17.7,69.0,11.7,6.5,6.59,0.11249999999999998,0.0,33.6,0.0,33.0,66.6,8.6,7.5,0.8,0.5
2024-12-01,2024,12,4,2,CE,Nordeste,Lula,366800.0,-0.7038440714672412,92.7,2.8,28.2,29.0,32.2,27.8,19.4,70.0,12.1,4.8,6.45,0.09249999999999997,0.0,31.1,0.0,33.0,64.1,8.6,7.8,0.8,0.6
2025-01-01,2025,1,1,1,CE,Nordeste,Lula,401200.0,8.140161725067397,92.5,2.9,26.2,27.2,33.0,27.0,18.0,72.2,12.8,4.3,6.6,0.09549999999999997,0.0,38.3,0.0,33.0,71.3,8.7,6.6,1.0,0.6
2025-02-01,2025,2,1,1,CE,Nordeste,Lula,379000.0,1.3640010698047655,92.0,2.8,27.2,28.099999999999998,34.2,25.8,19.2,68.9,11.9,6.2,6.7,0.09599999999999997,0.0,26.0,0.0,33.0,59.0,8.7,8.1,0.9,0.5
2025-03-01,2025,3,1,1,CE,Nordeste,Lula,391400.0,2.46073298429319,92.1,2.9,28.6,29.400000000000002,30.7,29.3,19.4,69.9,11.2,4.6,6.44,0.09750000000000003,0.0,39.5,0.0,33.1,72.6,8.7,5.2,0.8,0.6
2025-04-01,2025,4,2,1,CE,Nordeste,Lula,393200.0,5.274431057563578,92.3,3.3,27.3,28.1,34.5,25.5,19.6,68.5,12.2,4.5,6.69,0.10450000000000004,0.0,29.1,0.0,33.1,62.2,8.7,9.1,0.8,0.5
2025-05-01,2025,5,2,1,CE,Nordeste,Lula,371500.0,-0.5354752342704105,92.8,3.3,27.5,28.3,33.6,26.4,18.6,69.6,12.5,5.6,6.58,0.10200000000000004,14.300000000000026,19.7,0.0,33.1,52.8,8.8,5.9,0.8,0.6
2025-06-01,2025,6,2,1,CE,Nordeste,Lula,392600.0,3.4519104084321572,93.6,3.0,28.1,29.0,31.0,29.0,19.9,70.3,11.9,5.4,6.66,0.09200000000000003,0.0,32.7,0.0,33.1,65.80000000000001,8.8,9.1,0.9,0.6
2025-07-01,2025,7,3,2,CE,Nordeste,Lula,390700.0,6.370814048461737,92.8,2.8,28.7,29.7,32.4,27.6,18.8,70.2,12.1,4.1,6.59,0.09200000000000003,0.0,40.4,0.0,33.2,73.6,8.8,8.3,1.0,0.6
2025-08-01,2025,8,3,2,CE,Nordeste,Lula,380900.0,0.8472332539052108,91.5,2.6,28.4,29.099999999999998,31.2,28.8,19.0,70.3,12.3,4.8,6.59,0.09449999999999999,10.599999999999994,21.1,0.0,33.2,54.300000000000004,8.9,6.3,0.7,0.5
2025-09-01,2025,9,3,2,CE,Nordeste,Lula,363000.0,-9.227306826706672,93.2,2.9,26.2,26.9,29.5,30.5,18.8,69.9,11.6,5.0,6.56,0.09199999999999997,0.0,47.2,0.0,33.2,80.4,8.9,7.5,0.7,0.6
2025-10-01,2025,10,4,2,CE,Nordeste,Lula,382100.0,2.742672761495024,92.1,2.6,28.0,28.7,34.0,26.0,19.5,70.8,12.4,4.4,6.75,0.09150000000000004,0.0,31.5,0.0,33.2,64.7,8.9,7.8,0.7,0.6
2025-11-01,2025,11,4,2,CE,Nordeste,Lula,390200.0,2.253668763102734,92.6,2.9,28.3,29.1,31.0,29.0,17.8,70.1,12.3,5.3,6.46,0.09500000000000003,0.0,28.3,0.0,33.3,61.599999999999994,8.9,9.5,0.8,0.6
2025-12-01,2025,12,4,2,CE,Nordeste,Lula,381700.0,4.062159214830974,93.3,2.8,28.6,29.5,28.4,31.6,19.3,68.7,13.0,5.7,6.65,0.08950000000000002,0.0,34.0,0.0,33.3,67.3,9.0,7.2,0.9,0.6
2015-01-01,2015,1,1,1,DF,Centro-Oeste,Dilma,471000.0,,90.8,7.5,23.4,24.5,22.9,39.1,7.1,77.1,8.4,6.5,7.21,0.19600000000000004,0.0,56.6,0.0,30.0,86.6,0.0,8.2,1.1,1.0
2015-02-01,2015,2,1,1,DF,Centro-Oeste,Dilma,495100.0,,89.9,6.9,22.4,23.5,25.5,36.5,7.4,76.4,8.4,4.1,6.84,0.1885,0.0,43.1,0.0,30.1,73.2,0.0,9.1,1.1,0.9
2015-03-01,2015,3,1,1,DF,Centro-Oeste,Dilma,454600.0,,91.8,7.3,22.4,23.599999999999998,19.6,42.4,9.1,75.9,8.6,5.4,7.1,0.18700000000000003,0.0,38.0,0.0,30.1,68.1,0.0,8.6,1.2,0.9
2015-04-01,2015,4,2,1,DF,Centro-Oeste,Dilma,469200.0,,90.5,6.1,23.0,24.3,21.3,40.7,7.7,77.0,7.7,4.4,7.14,0.16949999999999998,0.0,57.7,0.0,30.1,87.80000000000001,0.0,8.1,1.3,0.8
2015-05-01,2015,5,2,1,DF,Centro-Oeste,Dilma,465900.0,,89.9,6.4,22.0,23.2,20.8,41.2,9.4,76.9,8.6,5.5,7.05,0.1785,0.0,57.0,0.0,30.1,87.1,0.0,8.2,1.2,0.9
2015-06-01,2015,6,2,1,DF,Centro-Oeste,Dilma,486800.0,,91.6,6.7,21.2,22.4,23.5,38.5,8.7,76.1,8.5,6.0,7.27,0.17600000000000005,0.0,47.4,0.0,30.1,77.5,0.0,10.8,1.2,0.9
2015-07-01,2015,7,3,2,DF,Centro-Oeste,Dilma,455000.0,,90.8,7.2,24.3,25.6,23.7,38.3,8.4,76.6,8.2,6.0,7.1,0.19000000000000006,0.0,56.9,0.0,30.2,87.1,0.0,10.7,1.3,0.9
2015-08-01,2015,8,3,2,DF,Centro-Oeste,Dilma,478100.0,,91.4,6.7,22.8,24.0,23.2,38.8,6.4,76.9,8.2,4.3,7.25,0.177,0.0,60.0,0.0,30.2,90.2,0.0,6.6,1.2,1.0
2015-09-01,2015,9,3,2,DF,Centro-Oeste,Dilma,468500.0,,90.3,7.7,24.9,26.0,26.4,35.6,7.6,76.6,8.8,4.1,7.04,0.20249999999999999,0.0,49.2,0.0,30.2,79.4,0.0,9.3,1.1,0.9
2015-10-01,2015,10,4,2,DF,Centro-Oeste,Dilma,453300.0,,91.9,6.0,22.7,23.8,21.7,40.3,8.8,75.4,8.9,5.2,7.26,0.16049999999999998,0.0,57.9,0.0,30.2,88.1,0.0,9.1,1.1,1.0
2015-11-01,2015,11,4,2,DF,Centro-Oeste,Dilma,460900.0,,90.8,5.9,22.8,23.900000000000002,26.0,36.0,8.5,75.0,8.9,5.8,7.06,0.16400000000000003,0.0,62.5,0.0,30.3,92.8,0.0,10.2,1.1,0.9
2015-12-01,2015,12,4,2,DF,Centro-Oeste,Dilma,471500.0,,91.0,6.6,22.6,23.700000000000003,23.3,38.7,9.1,75.0,8.6,5.0,6.91,0.177,0.0,63.5,0.0,30.3,93.8,0.0,9.6,1.1,1.1
2016-01-01,2016,1,1,1,DF,Centro-Oeste,Dilma,467200.0,-0.8067940552016983,90.9,7.0,22.0,23.0,22.4,39.6,7.4,77.1,8.0,3.9,7.02,0.1855,0.0,68.5,0.0,30.3,98.8,0.0,9.7,1.0,0.8
2016-02-01,2016,2,1,1,DF,Centro-Oeste,Dilma,463500.0,-6.382548980004044,92.6,6.7,21.1,22.3,23.5,38.5,8.4,77.1,8.0,4.7,7.1,0.17100000000000004,0.0,56.0,0.0,30.4,86.4,0.0,9.4,1.2,1.0
2016-03-01,2016,3,1,1,DF,Centro-Oeste,Dilma,469900.0,3.3655961284645874,90.3,6.8,22.5,23.5,24.2,37.8,9.0,75.9,7.8,4.1,6.96,0.1845,0.0,53.8,0.0,30.4,84.19999999999999,0.0,10.5,1.0,0.9
2016-04-01,2016,4,2,1,DF,Centro-Oeste,Dilma,479100.0,2.10997442455243,90.4,6.6,23.2,24.4,22.1,39.9,7.9,78.1,7.9,5.9,7.13,0.18,0.0,51.1,0.0,30.4,81.5,0.0,9.3,1.2,0.9
2016-05-01,2016,5,2,1,DF,Centro-Oeste,Dilma,476700.0,2.318094011590466,91.6,6.2,23.2,24.5,22.3,39.7,8.1,74.2,8.2,6.1,6.95,0.16600000000000004,0.0,46.0,0.0,30.4,76.4,0.0,8.7,1.3,0.9
2016-06-01,2016,6,2,1,DF,Centro-Oeste,Dilma,462800.0,-4.930156121610518,89.8,7.4,23.9,25.0,22.4,39.6,7.8,76.8,8.2,4.4,7.04,0.199,0.0,59.1,0.0,30.4,89.5,0.0,11.0,1.1,0.9
2016-07-01,2016,7,3,2,DF,Centro-Oeste,Dilma,470800.0,3.4725274725274646,91.9,6.9,24.2,25.3,23.4,38.6,8.8,75.0,8.2,4.5,7.0,0.1785,0.0,69.2,0.0,30.5,99.7,0.0,9.9,1.1,0.9
2016-08-01,2016,8,3,2,DF,Centro-Oeste,Dilma,466300.0,-2.468102907341563,90.3,6.2,22.5,23.6,22.5,39.5,7.8,75.9,8.2,4.8,6.97,0.1725,0.0,62.0,0.0,30.5,92.5,0.0,9.6,1.1,0.9
2016-09-01,2016,9,3,2,DF,Centro-Oeste,Temer,459700.0,-1.8783351120597702,91.1,7.2,25.1,26.3,22.6,39.4,8.5,76.1,8.6,5.2,7.06,0.18850000000000006,0.0,49.5,0.0,30.5,80.0,0.0,11.0,1.2,1.0
2016-10-01,2016,10,4,2,DF,Centro-Oeste,Temer,464800.0,2.5369512464151756,91.8,6.6,21.8,22.900000000000002,21.9,40.1,8.2,74.8,7.8,5.2,7.07,0.17300000000000004,0.0,58.0,0.0,30.5,88.5,0.0,10.0,1.1,0.8
2016-11-01,2016,11,4,2,DF,Centro-Oeste,Temer,494800.0,7.355174658277286,89.5,6.6,20.6,21.900000000000002,24.4,37.6,6.5,75.6,8.2,4.5,7.09,0.1845,0.0,57.2,0.0,30.6,87.80000000000001,0.0,10.8,1.3,0.9
2016-12-01,2016,12,4,2,DF,Centro-Oeste,Temer,486600.0,3.2025450689289414,91.6,7.1,21.2,22.5,20.3,41.7,7.9,76.5,8.9,6.1,6.99,0.18400000000000002,0.0,61.6,0.0,30.6,92.2,0.0,10.2,1.3,0.9
2017-01-01,2017,1,1,1,DF,Centro-Oeste,Temer,468500.0,0.27825342465752634,90.1,6.5,21.3,22.5,25.0,37.0,6.3,77.2,8.7,4.6,7.04,0.17950000000000005,0.0,53.8,0.0,30.6,84.4,0.0,7.9,1.2,0.9
2017-02-01,2017,2,1,1,DF,Centro-Oeste,Temer,465700.0,0.4746494066882434,91.1,7.1,23.7,24.9,21.0,41.0,7.8,77.2,8.4,4.3,6.91,0.18650000000000003,0.0,45.5,0.0,30.6,76.1,0.0,10.9,1.2,1.1
2017-03-01,2017,3,1,1,DF,Centro-Oeste,Temer,482300.0,2.638859331772725,90.1,6.8,20.5,21.8,23.2,38.8,9.6,76.3,8.0,5.0,7.0,0.18550000000000005,0.0,59.3,0.0,30.7,90.0,0.0,10.6,1.3,1.0
2017-04-01,2017,4,2,1,DF,Centro-Oeste,Temer,458200.0,-4.362346065539557,90.3,6.2,24.0,25.1,25.8,36.2,8.6,76.4,8.2,4.8,7.19,0.1725,0.0,52.6,0.0,30.7,83.3,0.0,10.5,1.1,1.1
2017-05-01,2017,5,2,1,DF,Centro-Oeste,Temer,454000.0,-4.761904761904767,90.0,5.8,24.0,25.2,24.0,38.0,7.8,76.0,7.7,4.7,6.93,0.16599999999999998,0.0,58.9,0.0,30.7,89.6,0.0,11.5,1.2,1.0
2017-06-01,2017,6,2,1,DF,Centro-Oeste,Temer,461700.0,-0.23768366464995694,90.4,6.6,23.4,24.5,23.0,39.0,8.2,77.8,7.8,5.3,6.99,0.18,0.0,59.7,0.0,30.7,90.4,0.0,10.3,1.1,0.9
2017-07-01,2017,7,3,2,DF,Centro-Oeste,Temer,473100.0,0.4885301614273585,90.2,7.2,24.0,25.1,20.7,41.3,8.9,76.2,7.8,5.7,7.15,0.193,0.0,57.6,0.0,30.8,88.4,0.0,10.8,1.1,0.9
2017-08-01,2017,8,3,2,DF,Centro-Oeste,Temer,480600.0,3.066695260561869,91.4,7.2,23.1,24.400000000000002,20.7,41.3,6.9,74.4,8.3,4.2,7.12,0.187,0.0,67.5,0.0,30.8,98.3,0.0,12.8,1.3,0.9
2017-09-01,2017,9,3,2,DF,Centro-Oeste,Temer,473500.0,3.001957798564292,90.4,6.2,23.0,24.3,22.4,39.6,9.0,76.4,8.7,4.8,7.18,0.172,0.0,56.5,0.0,30.8,87.3,0.0,11.9,1.3,0.9
2017-10-01,2017,10,4,2,DF,Centro-Oeste,Temer,454800.0,-2.151462994836484,90.6,7.3,23.9,25.099999999999998,21.4,40.6,8.0,74.6,8.4,4.8,7.05,0.19300000000000003,0.0,62.7,0.0,30.8,93.5,0.0,11.5,1.2,1.1
2017-11-01,2017,11,4,2,DF,Centro-Oeste,Temer,452400.0,-8.569118835893285,90.0,7.2,21.5,22.7,20.3,41.7,8.3,75.3,8.5,4.7,6.97,0.194,0.0,66.7,0.0,30.9,97.6,0.0,12.5,1.2,1.0
2017-12-01,2017,12,4,2,DF,Centro-Oeste,Temer,466900.0,-4.0484997944923995,90.5,7.0,22.1,23.1,18.8,43.2,9.6,76.2,8.2,4.1,7.03,0.1875,0.0,58.5,0.0,30.9,89.4,0.0,10.4,1.0,1.1
2018-01-01,2018,1,1,1,DF,Centro-Oeste,Temer,472700.0,0.8964781216648898,89.8,6.9,22.7,23.9,23.3,38.7,10.3,75.8,7.4,5.7,7.03,0.189,0.0,61.4,0.0,30.9,92.3,0.0,9.1,1.2,1.0
2018-02-01,2018,2,1,1,DF,Centro-Oeste,Temer,449100.0,-3.5645265192183806,91.3,6.8,22.5,23.8,23.2,38.8,8.6,76.7,8.1,5.8,7.1,0.17950000000000005,0.0,57.8,0.0,31.0,88.8,0.0,11.0,1.3,0.9
2018-03-01,2018,3,1,1,DF,Centro-Oeste,Temer,467700.0,-3.02716151772755,90.8,7.0,22.0,23.1,22.9,39.1,8.9,76.3,8.0,4.8,6.96,0.18600000000000005,0.0,54.9,0.0,31.0,85.9,0.0,10.7,1.1,1.0
2018-04-01,2018,4,2,1,DF,Centro-Oeste,Temer,462400.0,0.9166302924487058,89.6,7.0,20.4,21.599999999999998,21.7,40.3,8.2,74.7,8.0,4.5,7.16,0.19200000000000006,0.0,75.2,0.0,31.0,106.2,0.0,12.4,1.2,1.0
2018-05-01,2018,5,2,1,DF,Centro-Oeste,Temer,476300.0,4.911894273127748,90.6,7.3,22.2,23.3,23.9,38.1,7.8,76.6,7.0,4.1,6.97,0.19300000000000003,0.0,56.8,0.0,31.0,87.8,0.0,13.2,1.1,0.9
