data,uf,regiao,governo,preco_medio_imovel,tx_ocupacao_%,inadimplencia_aluguel_%,vendas_totais_10k_hab,perc_vista_%,perc_financiamento_%,perc_mcmv_%,perc_imovel_usado_%,perc_terreno_zero_%,qualidade_vida_score,abandono_violencia_por_10k,abandono_desastre_por_10k,abandono_vontade_por_10k,aumento_moradores_por_10k,invasao_terrenos_por_10k,pessoas_alugam_proprio_10k,pessoas_vendem_proprio_10k,indice_aluguel_yoy_%
2016-03,SC,Sul,Dilma,411400.0,90.8,7.2,22.9,22.3,39.7,7.1,76.8,10.6,7.07,37.7,0.0,30.4,0.0,3.0,1.1,0.9,5.6
2016-03,AM,Norte,Dilma,354000.0,91.3,6.8,22.7,23.8,38.2,8.9,76.3,7.7,6.29,50.4,0.0,30.4,0.0,16.4,1.3,1.0,5.9
2016-03,DF,Centro-Oeste,Dilma,469900.0,90.3,6.8,22.5,24.2,37.8,9.0,75.9,7.8,6.96,53.8,0.0,30.4,0.0,10.5,1.0,0.9,4.1
2016-03,GO,Centro-Oeste,Dilma,318300.0,90.4,6.7,24.6,23.7,38.3,9.2,76.6,10.4,6.53,56.7,0.0,30.4,0.0,7.6,1.1,0.8,5.6
2016-04,CE,Nordeste,Dilma,335200.0,90.1,5.6,24.2,20.6,41.4,15.3,75.1,11.3,6.33,35.2,0.0,30.4,0.0,9.5,1.2,1.0,4.3
2016-04,RJ,Sudeste,Dilma,467500.0,90.6,9.1,21.7,17.9,44.1,6.8,78.4,8.4,5.88,151.0,0.0,30.4,0.0,35.7,1.3,0.9,5.8
2016-04,SP,Sudeste,Dilma,516900.0,91.0,7.1,22.9,24.3,37.7,6.5,75.6,7.7,6.87,76.4,0.0,30.4,0.0,14.8,1.1,1.0,5.0
2016-04,BA,Nordeste,Dilma,284500.0,90.6,6.9,24.7,19.8,42.2,9.3,75.9,7.2,5.98,58.0,0.0,30.4,0.0,21.6,1.2,0.8,4.6
2016-04,MG,Sudeste,Dilma,367700.0,91.6,6.6,23.6,20.8,41.2,8.2,76.5,8.6,6.61,61.2,0.0,30.4,0.0,6.7,1.1,0.9,5.3
2016-04,RS,Sul,Dilma,410300.0,90.5,6.7,23.1,21.3,40.7,8.7,74.4,8.1,6.86,70.2,0.0,30.4,0.0,6.6,1.2,0.9,6.0
2016-04,SC,Sul,Dilma,396700.0,89.7,7.4,22.6,22.1,39.9,7.5,74.4,11.2,7.19,59.4,0.0,30.4,0.0,2.0,1.1,1.0,5.0
2016-04,AM,Norte,Dilma,346000.0,92.0,7.0,22.7,24.4,37.6,8.0,75.0,8.2,6.15,82.1,0.0,30.4,0.0,17.0,1.2,0.8,5.4
2016-04,DF,Centro-Oeste,Dilma,479100.0,90.4,6.6,23.2,22.1,39.9,7.9,78.1,7.9,7.13,51.1,0.0,30.4,0.0,9.3,1.2,0.9,5.9
2016-04,GO,Centro-Oeste,Dilma,333700.0,89.4,6.5,24.1,21.6,40.4,9.6,74.0,11.4,6.47,38.9,0.0,30.4,0.0,8.5,1.1,0.9,5.5
2016-05,CE,Nordeste,Dilma,332900.0,92.1,6.2,21.0,26.2,35.8,14.1,75.1,10.3,6.36,36.5,0.0,30.4,0.0,9.8,1.4,0.8,5.0
2016-05,RJ,Sudeste,Dilma,444600.0,91.3,9.4,22.4,17.8,44.2,7.2,76.4,8.2,5.93,161.8,0.0,30.4,0.0,35.1,1.3,0.8,5.2
2016-05,SP,Sudeste,Dilma,501400.0,91.0,6.8,22.3,21.6,40.4,6.0,74.9,7.5,7.02,81.4,0.0,30.4,0.0,12.2,1.2,0.8,4.5
2016-05,BA,Nordeste,Dilma,291600.0,90.4,6.4,23.4,24.6,37.4,9.8,75.4,8.7,5.98,73.6,0.0,30.4,0.0,21.0,1.1,0.9,5.4
2016-05,MG,Sudeste,Dilma,374900.0,91.2,7.3,21.1,25.1,36.9,7.2,75.6,8.1,6.72,64.8,0.0,30.4,0.0,10.9,1.2,1.0,5.6
2016-05,RS,Sul,Dilma,397100.0,90.9,7.5,23.5,24.3,37.7,7.3,76.8,7.7,6.91,49.8,0.0,30.4,0.0,5.6,1.3,1.0,6.2
2016-05,SC,Sul,Dilma,419800.0,90.0,7.1,22.4,24.4,37.6,7.7,75.7,11.0,7.24,31.3,0.0,30.4,0.0,3.0,1.3,1.0,5.0
2016-05,AM,Norte,Dilma,351600.0,91.2,6.5,23.4,24.0,38.0,8.6,73.8,8.5,6.23,66.7,0.0,30.4,0.0,15.8,1.2,1.0,5.4
2016-05,DF,Centro-Oeste,Dilma,476700.0,91.6,6.2,23.2,22.3,39.7,8.1,74.2,8.2,6.95,46.0,0.0,30.4,0.0,8.7,1.3,0.9,6.1
2016-05,GO,Centro-Oeste,Dilma,317900.0,89.9,6.1,24.4,22.7,39.3,8.6,76.2,11.3,6.44,57.8,0.0,30.4,0.0,9.2,1.1,0.9,5.2
2016-06,CE,Nordeste,Dilma,323900.0,90.9,5.6,22.8,23.1,38.9,13.4,75.8,10.5,6.22,45.3,0.0,30.4,0.0,10.0,1.1,0.8,4.5
2016-06,RJ,Sudeste,Dilma,457900.0,90.1,8.7,21.7,23.4,38.6,7.1,75.3,8.1,6.0,148.2,0.0,30.4,0.0,36.1,1.3,0.8,5.6
2016-06,SP,Sudeste,Dilma,517900.0,91.3,6.3,24.7,20.8,41.2,5.3,77.0,8.1,7.0,80.7,0.0,30.4,0.0,13.8,1.1,1.0,5.8
2016-06,BA,Nordeste,Dilma,281500.0,89.6,6.8,23.5,24.1,37.9,10.0,77.1,7.8,5.97,64.5,0.0,30.4,0.0,19.1,1.2,1.0,4.7
2016-06,MG,Sudeste,Dilma,369800.0,90.4,7.1,21.0,26.5,35.5,9.1,74.7,8.3,6.69,45.0,0.0,30.4,0.0,8.1,1.2,0.9,4.5
2016-06,RS,Sul,Dilma,391100.0,90.7,6.5,22.0,24.4,37.6,8.2,75.4,8.1,6.88,58.5,0.0,30.4,0.0,7.2,1.3,1.0,4.1
2016-06,SC,Sul,Dilma,428900.0,90.2,7.2,22.9,24.4,37.6,6.8,77.1,12.2,7.19,37.3,0.0,30.4,0.0,2.0,1.3,0.9,6.0
2016-06,AM,Norte,Dilma,339700.0,90.3,7.1,24.9,27.0,35.0,8.4,75.5,8.4,6.17,67.8,0.0,30.4,0.0,16.8,1.0,0.9,4.5
2016-06,DF,Centro-Oeste,Dilma,462800.0,89.8,7.4,23.9,22.4,39.6,7.8,76.8,8.2,7.04,59.1,0.0,30.4,0.0,11.0,1.1,0.9,4.4
2016-06,GO,Centro-Oeste,Dilma,345900.0,89.8,7.3,21.3,24.0,38.0,9.4,76.5,10.9,6.48,48.0,0.0,30.4,0.0,8.2,1.0,0.9,4.4
2016-07,CE,Nordeste,Dilma,333300.0,90.9,7.2,22.5,24.8,37.2,14.4,76.4,11.3,6.41,54.8,0.0,30.5,0.0,7.9,1.5,1.0,4.4
2016-07,RJ,Sudeste,Dilma,454000.0,91.4,9.2,24.0,20.5,41.5,7.0,75.3,7.4,6.06,151.6,0.0,30.5,0.0,36.3,1.2,0.8,4.6
2016-07,SP,Sudeste,Dilma,520500.0,89.6,7.7,20.6,26.7,35.3,6.3,75.1,8.3,6.99,55.6,0.0,30.5,0.0,13.5,1.3,0.9,5.1
2016-07,BA,Nordeste,Dilma,276500.0,90.1,6.9,22.4,21.0,41.0,10.5,76.9,7.9,5.94,60.5,0.0,30.5,0.0,18.8,1.2,1.2,4.2
2016-07,MG,Sudeste,Dilma,384500.0,90.9,7.2,25.0,23.7,38.3,8.3,75.9,8.6,6.56,58.0,0.0,30.5,0.0,7.3,1.2,0.9,5.0
2016-07,RS,Sul,Dilma,412600.0,90.7,6.6,22.9,24.7,37.3,5.2,75.4,8.1,6.72,64.4,0.0,30.5,0.0,6.3,1.3,0.9,4.2
2016-07,SC,Sul,Dilma,413100.0,90.3,6.7,20.2,24.8,37.2,8.0,76.7,10.4,7.22,42.2,0.0,30.5,0.0,3.4,1.3,0.9,5.1
2016-07,AM,Norte,Dilma,355400.0,91.2,7.4,23.8,23.2,38.8,10.1,76.4,7.6,6.13,82.4,0.0,30.5,0.0,17.6,1.2,1.0,5.3
2016-07,DF,Centro-Oeste,Dilma,470800.0,91.9,6.9,24.2,23.4,38.6,8.8,75.0,8.2,7.0,69.2,0.0,30.5,0.0,9.9,1.1,0.9,4.5
2016-07,GO,Centro-Oeste,Dilma,319100.0,90.7,6.3,24.0,21.2,40.8,10.2,76.5,11.5,6.38,44.0,0.0,30.5,0.0,8.7,1.3,1.0,5.4
2016-08,CE,Nordeste,Dilma,322000.0,91.1,5.7,21.7,23.9,38.1,12.9,76.8,10.4,6.31,42.9,0.0,30.5,0.0,9.7,1.3,1.0,4.6
2016-08,RJ,Sudeste,Dilma,447100.0,90.9,8.5,21.0,23.2,38.8,6.8,76.7,7.8,5.89,151.4,0.0,30.5,0.0,37.6,1.2,1.0,3.9
2016-08,SP,Sudeste,Dilma,517000.0,90.0,7.1,22.6,22.9,39.1,5.9,76.3,8.7,7.02,85.7,0.0,30.5,0.0,12.3,1.3,1.0,5.8
2016-08,BA,Nordeste,Dilma,297200.0,90.8,7.2,24.1,23.3,38.7,10.0,75.6,8.8,6.01,54.0,0.0,30.5,0.0,21.9,1.1,1.0,3.5
2016-08,MG,Sudeste,Dilma,376600.0,90.3,7.2,23.0,26.9,35.1,7.6,74.9,8.7,6.75,65.2,0.0,30.5,0.0,7.9,1.3,0.9,4.7
2016-08,RS,Sul,Dilma,412400.0,91.1,7.5,21.8,27.0,35.0,6.6,75.7,8.2,6.9,67.4,0.0,30.5,0.0,7.7,1.2,1.0,5.4
2016-08,SC,Sul,Dilma,393100.0,90.8,6.7,21.5,23.8,38.2,6.8,77.8,11.8,7.16,40.3,0.0,30.5,0.0,3.2,1.2,1.0,4.5
2016-08,AM,Norte,Dilma,341400.0,91.1,7.1,21.9,24.8,37.2,8.5,76.3,8.4,6.13,71.2,0.0,30.5,0.0,17.5,1.2,0.9,4.5
2016-08,DF,Centro-Oeste,Dilma,466300.0,90.3,6.2,22.5,22.5,39.5,7.8,75.9,8.2,6.97,62.0,0.0,30.5,0.0,9.6,1.1,0.9,4.8
2016-08,GO,Centro-Oeste,Dilma,315800.0,90.3,6.3,23.1,24.2,37.8,8.6,75.6,10.5,6.51,49.2,0.0,30.5,0.0,7.1,1.0,0.9,5.2
2016-09,CE,Nordeste,Temer,333200.0,90.9,7.1,21.7,22.8,39.2,12.6,75.9,10.6,6.37,46.0,0.0,30.5,0.0,8.6,1.1,1.1,4.8
2016-09,RJ,Sudeste,Temer,479600.0,91.0,9.7,23.3,23.8,38.2,5.5,75.7,8.4,5.87,154.3,0.0,30.5,0.0,35.6,1.4,1.0,5.0
2016-09,SP,Sudeste,Temer,519400.0,89.5,6.7,21.8,26.1,35.9,5.8,75.8,7.9,7.16,92.6,0.0,30.5,0.0,15.3,1.2,1.0,3.9
2016-09,BA,Nordeste,Temer,293400.0,90.8,6.4,21.5,21.8,40.2,9.3,75.4,7.7,5.89,56.4,0.0,30.5,0.0,21.4,1.2,1.0,4.6
2016-09,MG,Sudeste,Temer,364100.0,91.5,6.8,23.1,21.9,40.1,8.4,74.9,8.3,6.61,53.0,0.0,30.5,0.0,7.7,1.1,1.0,5.9
2016-09,RS,Sul,Temer,393600.0,89.2,7.0,22.2,22.9,39.1,6.3,75.1,7.7,6.7,57.6,0.0,30.5,0.0,6.7,1.0,0.9,5.3
2016-09,SC,Sul,Temer,390700.0,90.3,6.7,24.5,22.2,39.8,7.3,76.1,9.9,7.22,50.3,0.0,30.5,0.0,3.6,1.6,0.8,6.2
2016-09,AM,Norte,Temer,348700.0,90.6,7.0,22.4,21.9,40.1,9.3,74.5,8.4,6.14,68.5,0.0,30.5,0.0,16.0,1.3,0.9,5.3
2016-09,DF,Centro-Oeste,Temer,459700.0,91.1,7.2,25.1,22.6,39.4,8.5,76.1,8.6,7.06,49.5,0.0,30.5,0.0,11.0,1.2,1.0,5.2
2016-09,GO,Centro-Oeste,Temer,321000.0,91.8,6.9,24.0,24.7,37.3,8.6,75.1,11.5,6.43,56.7,0.0,30.5,0.0,9.5,1.2,0.8,4.7
2016-10,CE,Nordeste,Temer,339900.0,91.1,5.9,22.6,23.6,38.4,13.1,76.1,9.5,6.47,37.4,0.0,30.5,0.0,7.5,1.3,1.0,6.1
2016-10,RJ,Sudeste,Temer,447600.0,91.3,10.1,22.6,25.3,36.7,6.1,75.2,7.7,5.97,151.2,0.0,30.5,0.0,36.2,1.2,1.0,4.6
2016-10,SP,Sudeste,Temer,484100.0,89.3,7.0,22.8,20.3,41.7,7.6,76.9,8.1,7.02,87.8,0.0,30.5,0.0,12.9,1.2,1.0,5.9
2016-10,BA,Nordeste,Temer,288100.0,89.5,7.0,21.7,22.8,39.2,10.1,74.9,9.2,5.98,73.2,0.0,30.5,0.0,21.2,1.2,0.9,5.1
2016-10,MG,Sudeste,Temer,373000.0,90.9,6.4,22.7,19.2,42.8,7.3,75.6,8.9,6.71,54.4,0.0,30.5,0.0,6.7,1.0,1.0,4.7
2016-10,RS,Sul,Temer,399000.0,89.7,7.4,21.2,21.8,40.2,7.8,74.5,6.6,6.97,51.9,0.0,30.5,0.0,7.4,1.2,0.9,5.8
2016-10,SC,Sul,Temer,399800.0,90.8,6.7,23.4,22.0,40.0,7.0,73.5,10.7,7.18,48.0,0.0,30.5,0.0,2.5,1.2,0.9,5.1
2016-10,AM,Norte,Temer,342700.0,91.1,6.8,23.0,21.8,40.2,9.2,76.7,7.0,6.21,81.4,0.0,30.5,0.0,16.9,1.3,0.8,4.5
2016-10,DF,Centro-Oeste,Temer,464800.0,91.8,6.6,21.8,21.9,40.1,8.2,74.8,7.8,7.07,58.0,0.0,30.5,0.0,10.0,1.1,0.8,5.2
2016-10,GO,Centro-Oeste,Temer,336000.0,90.8,6.9,23.7,20.5,41.5,10.4,76.2,11.8,6.54,44.1,0.0,30.5,0.0,9.8,1.3,1.0,4.8
2016-11,CE,Nordeste,Temer,341500.0,89.2,6.1,21.5,22.6,39.4,14.2,75.9,11.6,6.23,23.4,0.0,30.6,0.0,9.4,1.3,0.9,5.3
2016-11,RJ,Sudeste,Temer,448400.0,91.3,9.9,23.5,22.7,39.3,7.5,75.3,8.4,5.81,169.3,0.0,30.6,0.0,38.6,1.2,0.8,5.4
2016-11,SP,Sudeste,Temer,512800.0,89.8,6.1,22.5,22.4,39.6,5.0,76.4,8.1,7.06,76.5,0.0,30.6,0.0,13.1,1.4,0.9,4.6
2016-11,BA,Nordeste,Temer,286300.0,90.5,6.7,23.7,19.2,42.8,11.1,76.1,7.8,5.83,60.6,0.0,30.6,0.0,20.7,1.3,1.0,5.3
2016-11,MG,Sudeste,Temer,379400.0,90.9,6.5,22.5,24.7,37.3,6.3,75.9,7.7,6.62,53.6,0.0,30.6,0.0,8.5,1.1,0.9,4.4
2016-11,RS,Sul,Temer,408300.0,88.6,6.7,22.4,20.9,41.1,5.7,74.8,8.1,6.82,66.4,0.0,30.6,0.0,7.2,1.2,0.9,4.5
2016-11,SC,Sul,Temer,407200.0,90.3,6.2,23.0,22.8,39.2,6.7,75.1,11.3,7.09,34.1,0.0,30.6,0.0,4.2,1.1,0.8,4.6
2016-11,AM,Norte,Temer,359600.0,91.3,7.1,23.5,20.8,41.2,8.7,75.2,8.7,6.24,62.9,0.0,30.6,0.0,18.2,1.4,0.9,5.5
2016-11,DF,Centro-Oeste,Temer,494800.0,89.5,6.6,20.6,24.4,37.6,6.5,75.6,8.2,7.09,57.2,0.0,30.6,0.0,10.8,1.3,0.9,4.5
2016-11,GO,Centro-Oeste,Temer,315600.0,91.2,7.2,23.4,25.4,36.6,8.1,77.7,11.8,6.34,56.1,0.0,30.6,0.0,9.9,1.1,0.9,5.5
2016-12,CE,Nordeste,Temer,322800.0,91.6,6.4,23.7,23.6,38.4,13.2,75.2,11.6,6.34,45.4,0.0,30.6,0.0,9.2,1.4,0.9,6.3
2016-12,RJ,Sudeste,Temer,443600.0,91.3,9.5,21.3,23.4,38.6,7.8,76.0,9.4,5.86,143.5,0.0,30.6,0.0,38.8,1.3,1.0,4.5
2016-12,SP,Sudeste,Temer,509900.0,91.0,6.2,23.2,24.3,37.7,6.8,76.4,8.1,7.06,71.4,0.0,30.6,0.0,13.2,1.3,0.9,5.0
2016-12,BA,Nordeste,Temer,276400.0,91.1,7.4,25.2,21.2,40.8,9.7,76.2,8.3,6.04,59.9,0.0,30.6,0.0,20.0,1.3,0.9,5.9
2016-12,MG,Sudeste,Temer,381300.0,90.7,7.0,23.5,21.3,40.7,8.0,73.8,8.4,6.64,37.9,0.0,30.6,0.0,9.6,1.2,0.9,4.8
2016-12,RS,Sul,Temer,413900.0,91.5,5.9,23.2,20.6,41.4,6.1,77.7,7.5,6.9,46.8,0.0,30.6,0.0,8.1,1.1,1.0,4.3
2016-12,SC,Sul,Temer,430800.0,91.0,7.3,23.3,26.5,35.5,7.0,74.8,11.2,7.14,61.5,0.0,30.6,0.0,2.5,1.2,0.9,4.3
2016-12,AM,Norte,Temer,360800.0,90.7,7.8,21.8,19.9,42.1,9.2,77.1,8.2,6.08,72.8,0.0,30.6,0.0,16.8,1.3,1.0,3.9
2016-12,DF,Centro-Oeste,Temer,486600.0,91.6,7.1,21.2,20.3,41.7,7.9,76.5,8.9,6.99,61.6,0.0,30.6,0.0,10.2,1.3,0.9,6.1
2016-12,GO,Centro-Oeste,Temer,319500.0,91.1,7.5,22.7,22.0,40.0,8.7,76.4,11.0,6.48,45.6,0.0,30.6,0.0,8.0,1.0,1.0,4.3
2017-01,CE,Nordeste,Temer,321900.0,89.3,5.4,21.2,21.6,40.4,15.6,75.5,11.1,6.36,42.6,0.0,30.6,0.0,9.5,1.4,1.1,6.3
2017-01,RJ,Sudeste,Temer,438900.0,90.4,9.0,21.7,24.0,38.0,6.4,78.2,8.6,5.96,198.6,0.0,30.6,0.0,38.9,1.1,0.9,5.1
2017-01,SP,Sudeste,Temer,517800.0,89.5,7.0,21.9,22.9,39.1,5.9,78.0,7.3,7.15,82.8,0.0,30.6,0.0,15.5,1.2,1.0,5.4
2017-01,BA,Nordeste,Temer,284100.0,90.9,6.9,19.8,24.4,37.6,10.1,75.8,9.0,6.13,56.5,0.0,30.6,0.0,20.6,1.1,0.9,4.9
2017-01,MG,Sudeste,Temer,378200.0,89.7,7.0,22.2,21.8,40.2,7.9,76.4,8.2,6.69,36.4,0.0,30.6,0.0,9.2,1.3,1.0,5.8
2017-01,RS,Sul,Temer,404300.0,90.9,7.5,22.7,27.5,34.5,7.7,76.6,7.4,6.88,45.9,0.0,30.6,0.0,7.3,1.1,1.0,6.1
2017-01,SC,Sul,Temer,426400.0,90.5,6.5,21.9,22.2,39.8,6.7,75.5,10.4,6.93,44.0,0.0,30.6,0.0,2.9,1.4,1.0,4.7
2017-01,AM,Norte,Temer,351100.0,91.8,6.4,25.1,23.3,38.7,9.8,76.2,7.3,6.13,69.8,0.0,30.6,0.0,17.6,1.2,0.9,4.9
2017-01,DF,Centro-Oeste,Temer,468500.0,90.1,6.5,21.3,25.0,37.0,6.3,77.2,8.7,7.04,53.8,0.0,30.6,0.0,7.9,1.2,0.9,4.6
2017-01,GO,Centro-Oeste,Temer,334000.0,89.9,7.2,20.9,22.3,39.7,8.8,76.5,10.7,6.53,54.7,0.0,30.6,0.0,10.1,1.2,0.9,4.8
2017-02,CE,Nordeste,Temer,341100.0,90.6,5.9,22.9,22.0,40.0,12.9,76.3,11.0,6.46,43.6,0.0,30.6,0.0,8.9,1.5,1.1,3.8
2017-02,RJ,Sudeste,Temer,463000.0,90.0,9.6,23.3,25.6,36.4,5.2,76.5,6.8,5.82,190.0,0.0,30.6,0.0,39.8,1.1,0.9,6.4
2017-02,SP,Sudeste,Temer,483600.0,91.6,6.5,25.1,22.8,39.2,5.0,78.1,8.8,6.96,84.5,0.0,30.6,0.0,13.3,1.2,1.0,6.0
2017-02,BA,Nordeste,Temer,288800.0,91.5,6.5,23.2,24.4,37.6,11.2,74.9,8.0,5.99,57.9,0.0,30.6,0.0,19.6,1.5,0.8,5.0
2017-02,MG,Sudeste,Temer,376300.0,90.5,7.0,21.3,23.5,38.5,7.4,73.8,8.6,6.68,58.5,0.0,30.6,0.0,8.3,1.3,1.0,5.6
2017-02,RS,Sul,Temer,396600.0,90.8,7.5,23.1,20.5,41.5,7.2,75.2,7.7,7.03,50.0,0.0,30.6,0.0,6.0,1.3,1.1,4.1
2017-02,SC,Sul,Temer,419800.0,90.1,6.4,21.7,25.5,36.5,6.7,77.1,11.3,7.27,63.6,0.0,30.6,0.0,2.0,1.3,0.9,5.7
2017-02,AM,Norte,Temer,353800.0,90.0,6.8,22.0,27.1,34.9,9.0,76.8,7.6,6.06,67.2,0.0,30.6,0.0,18.7,1.2,1.0,5.1
2017-02,DF,Centro-Oeste,Temer,465700.0,91.1,7.1,23.7,21.0,41.0,7.8,77.2,8.4,6.91,45.5,0.0,30.6,0.0,10.9,1.2,1.1,4.3
2017-02,GO,Centro-Oeste,Temer,314900.0,89.5,7.2,22.1,24.2,37.8,8.5,75.8,11.4,6.44,54.2,0.0,30.6,0.0,8.5,1.2,0.9,5.3
2017-03,CE,Nordeste,Temer,327200.0,89.9,6.1,22.8,21.4,40.6,13.1,76.3,11.1,6.4,46.0,0.0,30.7,0.0,9.0,1.3,1.0,4.4
2017-03,RJ,Sudeste,Temer,459700.0,90.6,9.6,20.3,23.3,38.7,8.8,75.6,7.6,5.96,201.6,0.0,30.7,0.0,38.7,1.1,1.0,5.4
2017-03,SP,Sudeste,Temer,504900.0,91.3,7.1,23.9,20.7,41.3,6.7,75.9,8.0,7.06,80.0,0.0,30.7,0.0,14.0,1.2,0.9,4.7
2017-03,BA,Nordeste,Temer,283800.0,91.0,7.4,21.8,28.0,34.0,10.2,77.3,7.9,6.06,66.7,0.0,30.7,0.0,22.1,1.3,1.0,4.8
2017-03,MG,Sudeste,Temer,365000.0,91.2,7.1,22.6,25.1,36.9,9.2,75.1,7.6,6.62,50.0,0.0,30.7,0.0,8.6,1.3,1.0,5.0
2017-03,RS,Sul,Temer,385200.0,90.7,6.4,20.3,25.0,37.0,6.9,79.2,9.2,6.94,55.3,0.0,30.7,0.0,7.0,1.4,0.8,3.7
2017-03,SC,Sul,Temer,412500.0,90.9,7.2,24.1,20.6,41.4,5.1,76.9,10.6,7.23,29.3,0.0,30.7,0.0,3.7,1.2,0.9,4.9
2017-03,AM,Norte,Temer,347500.0,90.0,6.4,23.4,23.6,38.4,9.1,75.0,7.9,6.28,56.4,0.0,30.7,0.0,17.9,1.1,0.9,5.2
2017-03,DF,Centro-Oeste,Temer,482300.0,90.1,6.8,20.5,23.2,38.8,9.6,76.3,8.0,7.0,59.3,0.0,30.7,0.0,10.6,1.3,1.0,5.0
2017-03,GO,Centro-Oeste,Temer,313700.0,91.0,7.5,22.2,25.0,37.0,8.6,75.2,10.6,6.32,36.9,0.0,30.7,0.0,8.7,1.1,0.8,4.9
2017-04,CE,Nordeste,Temer,330000.0,89.8,6.0,21.4,23.9,38.1,13.6,76.3,10.6,6.41,41.3,0.0,30.7,0.0,10.8,1.2,1.0,4.8
2017-04,RJ,Sudeste,Temer,457900.0,90.4,9.3,23.1,21.0,41.0,6.2,74.6,7.2,5.79,189.8,0.0,30.7,0.0,38.7,1.3,1.0,3.6
2017-04,SP,Sudeste,Temer,514900.0,89.8,7.3,23.3,21.3,40.7,6.1,74.7,7.1,6.93,76.7,0.0,30.7,0.0,14.1,1.1,0.9,5.2
2017-04,BA,Nordeste,Temer,282200.0,90.1,7.0,24.2,20.6,41.4,10.4,77.2,8.2,6.04,61.1,0.0,30.7,0.0,20.8,1.1,0.9,4.7
2017-04,MG,Sudeste,Temer,381600.0,89.9,7.1,22.4,21.8,40.2,7.4,77.0,7.3,6.75,64.2,0.0,30.7,0.0,9.1,1.2,0.9,4.0
2017-04,RS,Sul,Temer,394200.0,91.4,7.2,21.5,22.3,39.7,6.9,74.6,8.3,6.82,51.2,0.0,30.7,0.0,6.9,1.1,0.9,4.8
2017-04,SC,Sul,Temer,415000.0,90.8,6.7,24.8,23.3,38.7,7.8,74.6,11.1,7.1,36.8,0.0,30.7,0.0,2.1,1.3,1.0,5.2
2017-04,AM,Norte,Temer,337300.0,90.7,6.9,23.0,19.3,42.7,8.3,75.9,8.3,6.17,56.5,0.0,30.7,0.0,17.6,1.3,1.0,5.4
2017-04,DF,Centro-Oeste,Temer,458200.0,90.3,6.2,24.0,25.8,36.2,8.6,76.4,8.2,7.19,52.6,0.0,30.7,0.0,10.5,1.1,1.1,4.8
2017-04,GO,Centro-Oeste,Temer,332100.0,90.9,6.4,21.9,20.2,41.8,9.2,77.0,10.6,6.45,39.3,0.0,30.7,0.0,8.2,1.3,1.0,5.0
2017-05,CE,Nordeste,Temer,346500.0,90.3,6.3,20.9,22.5,39.5,13.7,77.0,11.2,6.41,30.6,0.0,30.7,0.0,9.7,1.4,1.0,5.5
2017-05,RJ,Sudeste,Temer,458400.0,91.4,9.6,21.2,22.3,39.7,6.4,76.4,8.6,5.82,195.6,0.0,30.7,0.0,36.4,1.3,1.0,5.3
2017-05,SP,Sudeste,Temer,502900.0,90.9,6.5,21.8,27.4,34.6,6.5,75.4,7.7,7.05,79.4,0.0,30.7,0.0,14.1,1.2,0.9,6.3
2017-05,BA,Nordeste,Temer,282800.0,90.1,7.3,23.2,23.6,38.4,8.5,78.0,8.6,5.99,59.8,0.0,30.7,0.0,20.4,1.2,1.0,5.1
2017-05,MG,Sudeste,Temer,374800.0,90.9,7.6,21.5,25.7,36.3,9.3,79.2,7.4,6.7,53.5,0.0,30.7,0.0,6.3,1.1,1.1,4.5
2017-05,RS,Sul,Temer,382500.0,89.1,6.8,23.7,18.9,43.1,7.0,73.9,7.8,6.79,70.4,0.0,30.7,0.0,7.5,1.2,1.0,5.3
2017-05,SC,Sul,Temer,404500.0,88.6,7.2,22.1,22.0,40.0,7.5,76.0,10.3,7.15,37.9,0.0,30.7,0.0,3.8,1.1,0.9,5.5
2017-05,AM,Norte,Temer,346100.0,92.0,6.9,21.1,19.3,42.7,9.6,75.3,7.8,6.29,68.2,0.0,30.7,0.0,17.6,1.3,1.0,4.0
2017-05,DF,Centro-Oeste,Temer,454000.0,90.0,5.8,24.0,24.0,38.0,7.8,76.0,7.7,6.93,58.9,0.0,30.7,0.0,11.5,1.2,1.0,4.7
2017-05,GO,Centro-Oeste,Temer,327000.0,90.4,8.1,23.3,21.5,40.5,9.1,76.5,11.1,6.57,43.4,0.0,30.7,0.0,8.6,1.2,1.0,4.8
2017-06,CE,Nordeste,Temer,337300.0,89.8,6.3,23.2,21.0,41.0,13.5,76.2,11.1,6.4,30.7,0.0,30.7,0.0,10.7,1.1,0.8,4.9
2017-06,RJ,Sudeste,Temer,452600.0,90.2,9.5,20.4,22.2,39.8,6.8,76.6,7.7,5.96,214.7,0.0,30.7,0.0,37.1,1.2,1.0,5.1
2017-06,SP,Sudeste,Temer,520800.0,89.7,6.8,24.5,22.8,39.2,6.2,77.2,7.5,6.94,85.3,0.0,30.7,0.0,13.8,1.2,0.8,4.5
2017-06,BA,Nordeste,Temer,291900.0,90.5,7.4,23.1,22.4,39.6,11.1,75.8,8.1,6.08,72.4,0.0,30.7,0.0,20.8,1.0,1.1,4.7
2017-06,MG,Sudeste,Temer,367800.0,90.2,6.2,21.6,21.8,40.2,7.9,77.0,8.1,6.58,54.2,0.0,30.7,0.0,7.3,1.4,0.9,6.2
2017-06,RS,Sul,Temer,396800.0,91.2,7.0,24.3,22.8,39.2,6.7,75.9,8.2,6.9,64.6,0.0,30.7,0.0,7.2,1.4,1.0,5.2
